700 80000
344 584 86045
187 264 73272
149 293 37106
498 502 72768
126 399 12104
391 467 79664
41 375 21308
429 661 16283
136 233 79724
615 631 15865
432 679 94732
245 580 95174
179 293 37716
438 569 23918
211 631 23745
479 648 39796
138 360 26491
44 674 18928
356 463 20022
143 371 23964
350 460 51907
137 576 35503
119 348 96170
247 520 2785
204 635 29260
113 572 24031
509 614 18818
483 566 91573
303 605 10413
432 441 72401
2 568 92513
367 577 74805
85 439 76289
464 544 73367
363 583 61493
242 590 45450
131 202 73713
219 640 20655
348 522 23689
99 333 35035
421 617 56461
209 505 93940
356 672 44081
349 456 71650
134 163 83245
156 579 85249
50 291 72108
9 197 27443
140 414 32439
23 647 13939
402 671 31235
312 607 94006
70 460 2025
570 580 96686
322 630 23725
283 656 4795
128 455 42081
201 241 18571
162 290 95395
322 352 36664
405 643 89457
394 621 49033
161 266 40733
121 657 9377
98 391 37642
192 361 83679
415 513 6582
12 271 61700
130 184 43150
501 523 53244
240 633 82839
41 600 3650
118 571 97050
104 585 20355
117 513 15153
101 384 39236
58 645 51430
132 187 85227
162 384 47553
197 553 38043
218 509 56365
28 691 50333
181 334 35301
475 589 42433
121 603 79591
125 282 34004
601 656 30534
376 659 6661
313 556 98551
304 590 68168
537 582 86580
412 574 47128
48 677 53895
334 411 72447
289 498 54955
75 219 66222
556 580 37549
36 96 91940
72 428 45934
138 156 8759
392 414 51755
340 555 2361
30 147 15931
517 614 14489
467 563 53860
94 691 58377
442 661 57157
117 201 51601
109 110 31456
494 503 81905
330 582 77082
137 273 37623
123 563 19840
177 399 46424
225 445 45721
6 545 83989
439 604 64291
292 628 27026
316 388 8918
367 438 24091
250 669 63000
500 540 67276
178 551 7975
472 616 37758
61 188 22276
359 360 9367
482 651 32690
292 692 62693
119 444 61920
450 601 3627
79 237 19610
193 462 69953
527 681 60207
277 687 9568
217 278 42995
140 314 52416
325 598 8278
461 570 56804
253 419 94241
523 529 40120
405 460 47216
6 443 9380
60 228 57162
248 552 80323
414 666 6939
15 324 80095
211 243 17386
169 270 38774
157 392 54706
6 457 35160
136 155 5206
220 412 60111
388 634 65869
275 696 72734
390 621 13687
69 404 39538
332 349 9467
602 640 88189
40 59 35425
396 647 11876
276 532 45832
254 495 89053
220 368 68531
92 609 291
289 327 10347
198 357 11609
30 209 80547
554 611 37019
259 453 98732
277 450 75793
664 672 40328
33 350 35625
573 689 95129
219 244 43576
88 654 17976
162 458 20897
95 589 96067
70 371 87355
271 449 38889
98 237 75022
75 336 98819
306 389 68603
94 636 98849
162 467 33372
106 655 95351
257 376 57607
131 652 59180
74 365 58874
290 591 69102
1 87 11951
12 432 12515
120 631 24596
4 265 80312
14 110 3800
371 422 29692
21 219 65762
320 554 33324
525 609 38448
444 677 89429
147 607 11005
408 422 32675
152 494 81365
121 308 82043
210 287 5415
417 581 76707
8 505 55446
176 586 51550
189 495 10784
141 153 47389
242 700 30823
364 386 94057
200 371 56149
342 609 60932
311 386 16042
20 647 68609
250 573 58741
461 488 22833
71 276 42628
173 270 98614
98 666 18184
196 483 53331
403 507 46557
257 299 91193
160 327 80871
26 484 37523
49 276 37227
476 616 28491
367 489 86871
271 593 85427
308 548 44880
140 626 34850
4 542 9649
432 542 27893
215 688 44548
141 374 22078
158 515 69823
593 607 32635
345 420 24703
290 299 56489
214 508 26057
6 413 23339
124 445 50426
55 279 32417
438 638 1311
120 652 83433
478 543 55680
30 635 85658
603 635 35718
594 655 9625
231 286 85145
182 203 17980
321 578 29483
311 378 92744
215 626 19940
113 597 83018
463 637 48785
291 332 38579
10 225 1449
593 637 13110
67 411 63871
329 698 40999
118 303 84861
634 658 48452
65 217 86369
345 668 78660
232 354 5357
192 277 78540
275 361 61811
163 187 50115
451 507 69728
154 682 68872
312 498 69345
258 601 35182
108 509 49782
529 674 36173
334 435 72682
282 463 79002
46 414 73787
39 538 47489
351 463 77597
623 632 79138
225 665 34692
190 409 68976
109 673 57068
142 409 56444
27 151 54051
259 537 66151
66 379 57095
133 568 79028
141 207 27107
171 464 3445
8 147 87373
240 328 1223
320 429 68659
5 318 89088
248 424 30397
10 275 2770
26 268 63100
54 61 1961
524 609 3099
96 576 20417
71 480 60324
203 329 36750
48 155 29186
471 693 70114
1 581 42696
93 131 74150
300 378 99109
190 612 68288
161 509 97089
230 516 55438
427 665 6287
85 90 65683
294 666 34070
158 636 90298
458 659 81619
557 647 22718
137 403 89421
143 618 20866
81 518 5847
381 526 96008
483 698 3936
206 392 70615
382 398 62849
382 518 76819
211 290 68169
404 644 67525
33 636 44252
402 525 45316
60 131 14190
385 388 50258
193 683 71851
241 484 43756
35 672 20686
374 617 20159
284 297 32554
138 595 41464
401 637 36590
22 45 71618
301 601 58664
52 159 19403
440 699 20477
52 590 20747
194 423 41868
188 223 60159
618 683 26671
213 623 26476
52 408 191
203 234 7802
283 549 39688
604 696 28235
54 116 90837
55 536 48324
374 685 83393
247 699 66558
417 529 99592
65 602 83106
74 134 95264
116 486 91673
65 115 72620
381 647 22659
275 376 99694
39 221 5656
290 677 76561
519 672 86964
71 208 38448
308 690 52139
194 390 56291
312 322 36619
330 602 35536
298 379 61781
303 445 25688
11 481 60031
90 470 93879
263 379 71916
6 623 62624
71 349 83775
5 274 92663
18 511 74164
88 259 56360
218 395 78002
3 245 75362
628 633 34290
311 657 20240
580 685 21393
37 168 8600
161 586 4724
320 592 52513
47 537 70224
104 289 45474
373 560 98114
5 63 73380
103 382 13121
510 601 24694
443 671 61944
14 533 71903
51 452 34831
192 338 32940
488 564 56661
350 464 10368
150 318 3347
480 696 53565
49 590 35239
412 535 1565
314 684 70735
40 119 38774
339 508 87081
432 544 20778
540 627 79908
105 588 63139
574 619 44591
224 324 42631
128 682 44436
263 601 23287
73 365 37371
217 656 55149
226 423 3272
87 193 80235
542 660 60664
264 538 73791
33 508 4029
101 183 47448
11 419 38520
294 468 74078
579 692 94151
124 533 36846
67 398 86722
190 500 42601
149 222 6627
27 229 86617
99 343 39410
131 140 43411
552 601 30442
267 520 72975
88 664 23524
30 567 16585
200 403 6144
33 612 3320
346 584 21128
512 612 4062
684 690 26891
103 534 96760
274 467 43123
18 431 26573
12 245 21391
437 483 72238
227 511 99129
196 255 40063
551 599 22466
7 561 42973
105 274 21876
194 498 21705
155 617 95112
126 612 82762
318 462 53532
238 468 22593
8 516 62279
219 264 18039
241 322 83829
339 586 46456
35 577 59741
96 694 51947
83 374 75150
146 374 88856
276 632 51794
211 523 36959
77 446 8943
256 536 67658
127 176 90925
457 530 26724
164 310 55961
437 526 42047
132 665 43180
271 328 43037
121 207 24076
208 222 36346
57 669 13661
128 152 6066
133 400 25361
522 534 37879
615 642 47071
253 276 37254
64 281 40749
451 683 48169
428 514 58984
151 557 88152
8 436 49878
409 530 25025
421 475 92878
507 692 99188
307 457 17082
453 522 82323
329 458 44874
205 231 24452
593 632 60993
44 195 91159
32 502 86884
275 655 44656
98 541 8076
292 516 50925
425 554 92254
572 613 90718
186 474 63166
44 124 29104
129 239 39856
290 400 63357
21 321 34515
527 676 41995
58 271 83083
13 343 64428
269 273 11439
164 500 80240
317 359 99900
75 597 81842
117 339 56385
417 562 39646
284 456 17595
123 644 29188
550 555 84123
69 595 70464
115 143 16440
502 685 45398
349 613 91771
184 383 98623
450 600 41548
396 414 97483
373 679 74429
186 444 29570
450 693 78365
179 255 93299
77 132 5340
239 425 35510
44 422 8496
260 493 75843
473 655 8227
634 680 85457
457 477 59851
510 548 4562
102 672 98786
272 493 45889
62 618 62855
435 695 37731
49 487 22657
551 681 85585
232 286 37064
113 127 65596
463 676 73451
114 265 94433
91 700 39550
329 459 28058
65 532 45575
481 658 20603
271 365 30793
283 652 3818
563 623 4396
594 646 84335
120 185 34941
402 583 13943
451 637 40433
11 345 47406
74 506 24405
68 391 95484
239 454 90987
297 630 71633
239 311 65921
5 132 11279
257 408 77396
258 495 61409
215 421 81039
291 440 86485
388 396 95585
270 455 19599
86 660 67626
361 679 39184
305 584 50475
364 669 73360
529 552 9502
295 572 77023
235 650 62355
78 340 84706
12 534 62429
38 492 54214
9 401 86945
612 684 70653
312 663 60038
222 281 34116
198 238 69978
179 585 23834
457 667 28114
108 636 62559
449 571 40502
50 122 60855
304 659 93954
254 568 91052
382 622 58523
14 189 68890
270 344 9638
74 409 10587
374 644 39216
2 131 86444
62 462 7060
98 593 46298
15 232 87651
106 385 39901
61 622 46593
364 623 9046
221 461 50113
607 681 85069
170 407 9150
346 654 27133
107 486 1894
86 654 71588
566 642 65908
58 625 93473
88 439 37232
3 62 39297
111 324 58441
189 479 72493
351 693 39003
384 458 48161
11 466 52527
175 686 60073
664 700 73460
265 700 30236
115 394 41199
473 618 82092
375 468 2283
114 207 26030
80 166 23712
217 229 39939
236 633 12242
269 426 55378
132 536 48096
119 604 18268
211 279 22876
485 564 22963
449 456 30940
103 228 69236
393 687 99339
145 443 4275
114 414 54914
168 245 61271
431 574 42830
286 367 44007
122 463 44254
347 376 59379
142 695 93865
9 534 22820
134 498 52821
46 500 56078
394 635 51036
456 602 64612
127 161 72872
308 661 5685
254 593 55851
367 544 11031
251 697 85040
147 306 98016
391 681 97125
29 623 59601
342 488 70456
35 47 8694
380 493 52807
225 286 41413
39 580 24582
106 444 87888
170 602 60873
214 469 23859
41 313 32440
50 243 62105
459 483 15932
557 649 84789
363 475 94673
370 448 7710
258 544 86843
210 569 49985
135 337 43560
105 637 44653
45 88 75382
384 528 39240
504 586 14501
223 414 10953
5 183 54162
81 604 3714
60 255 84109
123 586 87604
605 634 33665
22 128 85965
107 654 39950
31 187 10274
283 393 43371
338 557 51146
278 394 18262
490 510 58542
555 663 34396
90 240 88666
308 378 77796
249 660 81565
151 539 7208
229 300 98446
106 266 11596
61 347 50471
102 264 89028
128 470 17620
139 464 92726
207 269 61004
462 657 18137
253 329 39829
101 171 3587
15 629 38055
107 599 48751
157 397 27630
379 636 49589
1 504 17392
496 625 24637
340 606 54597
105 440 24469
153 506 23085
38 64 35680
228 421 60410
14 455 15859
152 193 14438
463 666 19533
29 198 26528
353 421 98975
233 318 7822
241 537 64578
151 421 39474
92 187 49375
103 294 76350
189 464 37820
207 610 61308
301 692 33330
84 561 9528
482 609 81449
344 446 73391
239 548 10460
495 580 69927
536 620 46144
420 452 57030
183 665 68269
420 429 91365
12 520 10408
12 659 66798
3 609 42682
304 690 17230
170 503 3777
255 694 15313
165 590 98856
241 651 62763
225 380 80680
338 570 76757
371 493 19542
301 527 91500
125 623 50800
329 532 98818
282 508 43814
86 507 38501
42 525 87643
317 604 39752
77 638 65450
212 405 33388
226 574 26015
400 518 98444
611 682 62853
488 512 13419
253 529 19413
283 534 23289
32 487 61864
440 500 76263
268 366 45037
100 659 29555
207 587 1686
290 412 88125
245 474 48527
271 519 31307
254 674 18966
184 241 81695
97 603 98172
58 93 88551
21 392 40465
159 425 76047
186 285 29789
26 456 44384
256 382 79119
155 385 6496
13 212 75852
56 628 73738
437 616 11026
424 503 3430
283 619 27105
380 578 45804
321 534 29876
262 485 86988
118 427 91926
414 554 2550
10 588 24140
318 479 69728
21 193 99746
282 591 71680
642 691 18941
168 376 67189
479 658 23971
434 545 38201
326 602 59637
221 387 42814
127 447 45537
79 486 78527
443 461 99972
353 406 82220
244 446 38323
529 615 7101
157 431 66017
244 276 93234
33 250 30215
210 305 18418
342 526 57069
276 445 20436
424 482 47928
411 663 14724
142 205 99737
266 532 28711
456 627 68412
288 350 65108
314 630 28214
501 644 46330
277 362 82851
18 148 5723
401 474 95252
123 418 93449
159 272 96932
8 22 78060
390 574 6713
407 436 21478
305 558 49353
5 376 10652
468 677 15041
125 626 40245
5 354 53683
13 507 37685
415 511 75321
231 383 20725
485 540 52509
192 564 32892
282 348 72855
370 410 28737
345 534 96765
74 668 40690
167 489 48389
598 617 20358
25 311 51430
64 240 62689
367 669 77723
155 685 49689
17 512 27346
75 584 96187
45 207 58500
123 452 9008
530 536 47343
298 605 42684
161 246 49593
199 221 8328
32 198 88079
171 527 6980
127 503 79820
77 576 54084
169 647 13485
155 232 9386
328 551 55260
424 571 83559
7 260 48269
264 629 84090
519 532 75176
223 667 85242
297 480 44329
617 670 65380
267 363 86044
40 301 25302
85 401 36209
394 439 47930
24 142 2835
371 577 47484
447 465 15188
292 319 9881
357 584 95096
41 605 57952
210 277 78763
306 602 83936
4 384 32393
20 585 16959
383 565 23325
213 281 38686
91 188 88444
379 447 44929
72 401 85272
248 264 70392
306 609 85684
663 695 58406
446 630 26972
73 533 64543
417 497 68925
267 521 57676
102 509 51862
161 632 8773
15 638 51299
85 597 21604
58 627 31408
374 480 54317
525 634 63477
560 601 82521
87 186 62634
160 494 43293
417 492 36097
23 358 54585
292 620 26518
198 625 19386
381 678 14676
496 699 59937
111 689 57034
139 190 72340
239 357 65889
183 223 94457
331 534 86081
21 685 40680
112 664 7733
64 607 2835
47 100 207
456 697 35079
354 539 18222
161 304 47379
34 567 21107
88 123 84252
259 510 65904
223 322 57331
436 461 64704
458 462 23388
35 263 21577
452 575 19589
333 451 9586
64 420 57475
25 462 98979
57 292 91418
75 100 46228
635 678 89720
194 304 10309
325 674 33140
326 329 915
461 497 96029
620 687 52626
117 175 83809
21 314 31907
247 403 31923
452 679 74368
503 675 34424
149 692 85094
380 627 17456
151 470 72936
73 516 93741
625 676 44483
46 446 40268
226 269 95134
550 581 51361
225 233 55098
95 182 39384
104 290 6895
105 391 68244
144 377 94028
287 659 47082
234 334 96737
19 89 65091
334 347 35914
86 509 15466
127 464 78313
141 311 53161
73 392 5858
178 437 80504
104 561 72225
506 682 51750
457 512 13923
170 529 2842
286 380 82125
27 476 47508
258 412 12448
86 361 90637
424 494 93178
296 548 96082
301 605 4110
239 437 52828
122 348 17475
306 407 98027
180 257 70279
33 615 41591
70 270 72149
428 493 58034
63 317 17473
112 358 64213
164 412 38133
609 653 38683
287 605 17679
79 453 82757
290 685 56466
477 525 41232
499 512 3975
153 482 37757
257 439 5873
170 534 53565
150 400 43167
488 679 18404
9 250 19766
147 637 99681
335 581 97822
255 453 6482
243 424 26880
286 545 17444
11 232 43938
470 552 47551
256 410 17480
111 128 27449
363 633 82471
349 697 34977
130 509 64786
609 631 86556
161 172 62430
39 303 98751
270 543 61966
4 281 7173
211 659 82144
497 665 81439
249 358 83391
181 374 47015
86 602 35703
67 218 2380
491 671 46745
579 646 91655
251 589 60742
10 613 17805
81 495 72721
304 370 60554
104 463 97145
127 174 77175
106 529 23208
94 674 9930
455 461 97552
304 385 1036
99 397 62836
474 525 16624
605 607 82862
118 601 43619
339 647 74868
211 660 99776
329 667 8519
496 580 59367
68 136 18594
107 263 28206
163 264 21230
102 252 63667
278 365 7849
244 340 60079
175 464 73963
468 572 13349
20 590 73555
77 519 47291
259 305 20423
316 613 68047
137 355 37003
85 312 56214
17 49 25396
599 636 19766
73 382 45203
301 369 55360
663 679 76124
520 615 96106
349 418 49825
2 573 54575
251 313 99344
13 20 77022
304 527 87776
328 604 76911
347 691 73471
121 141 71273
534 545 36268
12 324 97169
194 394 1499
232 444 87744
158 347 25359
21 322 78082
519 590 60010
178 215 12687
460 660 7141
524 675 53314
346 644 86204
527 560 12186
132 345 80264
467 468 47139
237 644 25240
220 696 70968
122 174 53392
177 265 29
184 532 47693
38 318 83691
426 452 92121
140 519 18317
146 357 4095
74 151 14205
162 218 31193
394 636 7725
406 577 45522
194 344 36402
254 459 71606
108 164 88786
78 650 89067
48 687 56205
423 441 42297
75 129 90583
24 663 8923
33 382 90607
28 413 44477
542 691 72486
326 525 7399
494 552 85260
376 485 20538
60 440 70817
509 697 80755
307 522 44875
513 639 40347
487 615 82391
439 637 80026
116 544 27503
48 468 76063
256 290 93817
32 379 36594
374 490 25383
549 575 55641
78 693 67698
138 669 90257
516 634 41391
402 494 3544
43 87 22855
349 461 90760
312 532 77658
321 491 9368
304 516 88434
399 488 2422
200 307 2202
100 333 16235
112 143 63428
419 612 36129
55 182 11198
136 365 95400
115 596 24467
293 513 11170
536 645 98864
119 490 57278
122 412 10222
512 693 63565
127 499 43841
39 324 58630
101 463 94057
72 234 27153
330 667 34559
336 670 84967
190 300 41020
114 512 31181
83 447 69898
70 456 87733
35 692 46913
632 676 34317
214 690 42516
467 482 32702
183 656 31621
233 296 12478
34 648 27453
102 368 80969
131 296 3756
102 311 66603
451 614 61834
338 665 38562
178 369 4819
417 512 59458
107 396 61671
254 292 21486
464 596 49964
358 381 53635
616 676 36599
413 519 68176
635 643 19362
464 553 36301
75 240 25021
87 206 99175
196 539 34853
220 432 96448
52 176 45512
152 309 78650
90 192 26187
439 598 78133
145 375 85935
407 457 6648
59 334 25405
238 517 2103
33 87 99065
256 319 57976
34 146 88674
368 685 48322
40 254 6320
210 684 26487
185 636 682
459 574 27579
536 584 80389
284 645 56820
199 472 59339
76 124 67769
259 479 23130
69 662 93942
480 483 53256
152 201 25350
84 535 33262
83 226 34943
310 433 40352
556 655 47083
585 681 37448
540 553 61242
163 363 20350
124 161 37214
255 427 67441
361 658 3083
17 596 51855
121 254 91174
112 671 85977
298 695 64522
366 460 90700
357 694 75442
611 632 80859
307 317 43463
511 667 30758
275 527 86627
626 683 40317
472 610 67074
252 563 31631
449 474 12173
541 550 91146
139 358 49515
309 495 89184
76 414 62400
225 555 19715
353 476 69711
401 643 13900
258 434 93778
513 662 22267
379 455 71093
147 301 29428
393 548 40414
64 310 37406
325 479 17485
49 392 39572
625 654 5371
181 571 42995
78 695 61056
236 470 21035
542 630 62371
24 274 54084
583 605 58807
113 359 1629
384 562 54846
96 584 85631
254 371 39586
310 330 56264
325 491 59076
201 474 28735
119 252 75929
259 666 39785
187 488 40579
258 653 27526
70 684 48430
96 165 897
131 312 67128
118 331 26570
85 236 67298
34 496 52990
283 465 46740
94 540 96644
28 572 91718
373 502 20249
284 575 5308
178 318 48658
370 683 21293
284 368 20503
61 521 37435
72 689 81388
372 668 69397
36 240 59794
237 558 59298
222 226 68252
662 669 31070
625 668 64803
544 636 84221
318 531 70754
258 502 39949
144 168 72888
407 658 52929
49 248 78131
358 485 81609
84 117 9299
170 204 86843
171 405 41910
181 483 29568
88 277 58602
80 187 40287
32 37 99415
289 670 31786
294 492 56314
219 396 34530
73 551 89955
90 151 30092
553 627 15938
143 584 25026
14 623 7345
179 601 21911
102 549 54152
296 501 87993
247 547 53303
265 625 56598
551 591 77787
152 666 32873
99 684 30707
371 535 19271
503 550 51343
8 97 44717
29 523 34689
337 601 48467
480 601 2031
118 320 4525
303 314 90782
258 676 67883
64 266 17922
224 245 65053
240 650 87010
8 103 35105
153 640 26639
155 677 80116
167 323 11029
103 397 12893
214 503 2485
470 560 67320
499 633 19057
50 665 837
46 119 38572
271 628 80028
174 498 59404
249 446 9783
122 443 53363
23 427 87583
40 80 18520
198 441 42014
505 679 92952
207 678 23890
245 256 46749
277 366 75348
150 388 54409
146 249 64491
135 173 79894
599 679 74953
388 583 62971
475 624 24948
602 674 29332
408 530 1479
158 566 48602
122 648 8012
267 419 86015
348 401 47051
161 641 33585
264 548 46381
584 601 55099
331 456 18520
437 645 44265
332 595 89089
328 497 66936
481 601 42997
60 581 20252
22 644 28446
482 576 79534
331 618 44515
15 85 53611
113 128 88009
416 593 45369
493 671 8698
396 416 73778
213 295 43680
436 567 85763
16 457 99314
510 649 86436
213 266 71946
325 514 91304
485 491 11718
70 466 24021
116 509 13062
149 329 11559
256 530 14122
80 133 43702
81 100 42497
46 631 5256
74 686 52980
76 188 15891
549 644 48325
69 666 6766
189 330 87440
65 636 54864
75 430 83065
159 333 45018
213 330 38841
39 575 56590
220 541 28071
175 469 95240
98 571 40000
452 608 468
79 596 21275
8 332 84351
62 372 94967
180 325 83664
351 633 23811
210 525 33571
426 489 6665
147 381 66133
269 377 34552
9 490 70320
647 669 70223
507 553 78831
206 325 77510
12 385 58002
101 425 56276
20 525 47979
433 448 86029
252 441 43058
242 657 97271
220 401 51721
562 651 42773
266 527 21747
114 522 34247
207 420 15605
285 585 26432
107 111 3511
160 514 60438
464 550 33470
155 258 70386
193 652 64452
24 224 72579
95 551 93165
44 625 85858
35 513 18455
163 618 86260
423 690 88863
37 446 1487
492 696 67644
43 463 6976
237 357 44732
346 510 76291
283 666 78128
217 292 93914
287 640 63809
470 676 26214
296 302 55391
86 642 76262
138 393 89278
190 605 16534
124 286 9542
80 646 52266
363 655 55126
169 474 28765
155 213 84295
372 669 68896
96 439 46107
405 670 77791
549 595 19363
26 125 88204
70 694 37932
212 238 2831
376 464 77154
624 682 93707
185 499 30190
92 521 11559
67 686 48375
142 558 20006
19 143 655
454 488 58792
77 665 53149
25 544 12595
498 552 53838
27 170 20063
536 604 48105
497 628 58112
65 576 32991
65 359 32
6 495 92403
186 400 62286
285 697 95866
503 518 10018
74 235 58806
23 635 84287
396 441 3701
119 553 54380
235 571 3690
34 176 45210
575 639 67197
87 635 53212
582 687 97684
100 415 98254
97 325 96664
102 301 95606
16 506 42061
49 402 40734
57 603 77294
365 520 56828
88 181 86521
505 690 17067
298 444 13241
124 507 51148
528 673 58692
234 416 90380
496 669 68664
264 450 83049
195 290 87810
480 523 25819
358 604 99500
109 309 37062
368 494 41415
24 676 26656
68 480 20059
232 520 40866
25 376 57720
429 437 74089
317 675 97948
182 453 32889
232 556 66544
256 660 35263
346 639 80783
314 394 41665
268 270 24738
31 259 83667
93 530 807
313 359 54490
652 696 94934
366 438 73208
59 621 34806
398 405 33656
12 480 92174
325 560 89136
47 566 28947
127 359 73589
93 575 69162
220 564 96802
228 256 31625
297 558 41620
346 679 88317
4 475 27405
70 96 22095
281 608 12741
616 652 8003
471 698 83353
58 250 95198
234 355 41061
259 284 42671
510 623 92473
601 642 9376
81 670 63024
189 582 88278
199 545 55541
213 558 81321
259 279 24704
77 669 52598
53 616 6855
320 439 58528
374 401 26839
434 695 85052
196 507 80122
85 394 36857
351 450 99548
82 535 13909
144 286 17057
300 441 98887
179 348 49446
337 448 23832
16 80 66959
38 274 2140
15 333 43508
559 617 73710
357 549 91402
229 687 33576
348 699 4763
406 575 82350
154 598 94233
55 343 57975
510 676 57334
74 569 15633
45 306 7254
332 675 54191
59 590 17284
382 447 18610
95 97 7490
225 493 58595
44 559 63211
15 17 40397
144 412 21702
184 461 11789
137 637 74844
349 512 6596
124 246 14844
373 696 62730
302 597 96649
87 676 80679
47 225 48396
170 555 22870
111 259 44982
343 387 82686
63 321 23235
635 695 56522
122 388 30182
605 643 29126
423 504 5850
180 651 1769
42 301 71937
338 466 18943
18 402 76730
240 570 87544
573 676 69528
18 499 11001
140 331 54228
134 562 53194
117 481 47369
137 145 98705
96 696 2688
68 585 43776
286 304 7979
107 138 78245
213 573 81893
305 382 23833
371 597 6454
12 358 49464
63 298 74863
219 607 43921
401 487 24057
539 689 45343
488 676 45252
215 552 87712
213 653 40223
156 319 27473
90 156 82891
181 252 78611
288 551 62205
300 452 72643
208 362 41206
49 578 9952
269 601 50383
42 448 34186
244 697 88900
304 553 43694
240 484 51542
257 679 67553
335 556 70981
430 694 18194
218 478 61608
572 638 96967
196 572 79956
84 292 38031
503 625 56082
337 375 88175
353 646 74876
53 83 99506
92 270 5914
359 542 73580
502 554 73374
565 636 59691
323 461 58547
114 375 47080
308 564 36198
207 407 50252
248 657 65506
209 698 80757
381 508 53908
109 618 69516
122 693 13062
260 592 11367
123 521 11817
477 501 49162
46 337 26540
616 646 88632
16 245 77447
499 612 89855
56 59 30672
6 591 99155
413 567 95792
418 609 39794
4 519 47886
98 134 72587
79 421 94595
310 616 75885
134 365 25217
318 442 85111
409 468 91810
80 345 53303
174 226 83431
272 301 71656
224 629 26303
76 160 43359
28 216 35799
58 107 13254
12 624 23024
254 551 24023
605 659 78189
141 504 55245
278 498 19311
13 503 44964
160 622 10603
290 512 84805
11 99 34339
114 615 89682
199 634 89635
245 298 31327
117 131 93508
81 663 16956
213 659 21278
158 422 55255
103 607 92931
373 691 75908
269 275 47978
6 571 42362
48 521 30819
50 559 71312
296 393 239
83 564 3500
119 227 49444
110 607 65560
293 636 90590
159 336 25810
506 532 74735
10 218 43089
5 167 74948
63 678 55890
70 121 29745
180 198 42832
146 490 40751
453 643 96085
207 616 93364
140 421 29727
45 665 68790
237 277 32960
470 669 26777
37 607 72503
136 490 82488
549 683 6818
138 332 45109
12 496 24676
217 444 9978
10 504 79464
448 580 40657
128 243 67610
341 651 39648
71 527 38166
169 206 37447
329 477 43854
425 505 89279
111 410 18527
13 558 85010
290 340 21555
198 300 28802
40 391 7359
197 682 895
331 597 29342
191 441 20148
220 577 7162
249 529 54058
383 598 83481
15 199 31923
119 453 83920
145 639 26376
475 494 19187
72 105 66346
309 480 46718
550 641 8397
295 424 7312
7 398 46728
20 580 24460
8 684 35306
330 609 99816
54 73 79837
129 173 19467
266 649 59351
370 620 35531
251 532 95273
162 258 7201
353 357 46690
136 407 12946
541 558 48854
64 531 10939
75 435 80535
531 667 42994
198 335 13098
324 486 73614
193 204 68127
213 440 383
168 200 58153
69 98 74616
8 621 94894
541 632 42486
116 497 87704
4 87 93436
287 619 39092
306 316 18571
56 86 47672
170 276 46039
108 311 86603
46 90 36826
5 238 34933
485 645 23119
59 467 42826
43 657 69682
201 688 86871
361 654 27762
298 419 38116
421 576 90019
94 107 89048
150 264 86955
75 366 48468
232 524 99541
167 407 42506
105 527 97246
313 485 7030
371 614 18511
200 536 67763
6 275 13802
354 390 89716
250 276 80786
63 669 89111
247 631 4954
397 565 52769
56 223 97382
474 513 29610
110 144 23250
427 462 95853
132 584 23525
188 637 39173
273 589 31776
212 335 97550
520 531 94436
235 554 16715
6 290 7638
53 428 51973
395 526 55195
241 656 34867
340 427 94456
402 699 69628
456 636 30819
552 614 75696
134 429 74934
507 528 47787
484 527 67429
230 622 83549
408 570 17631
197 541 92863
426 598 24384
534 543 91769
78 447 22312
170 546 76798
98 552 48590
619 657 71105
431 518 77773
117 627 94284
511 695 50532
480 509 18427
19 265 87195
22 74 10374
228 497 46944
7 291 76428
261 509 546
572 586 44675
52 124 48092
553 573 43512
395 477 19278
273 471 64693
365 665 64297
359 625 72197
464 565 29120
385 678 82913
333 468 63783
469 686 58627
457 619 29026
6 267 32062
311 575 95958
22 147 69528
4 354 38119
614 659 89915
14 212 17166
145 233 24450
219 235 88465
655 675 12463
193 284 7554
178 462 62838
197 333 29351
474 611 56420
433 485 71962
18 545 63018
144 271 62774
219 410 80328
533 662 67882
142 458 81171
54 412 91331
432 696 47495
99 662 41561
43 612 83699
344 354 24225
117 324 38022
196 566 8233
452 583 65670
292 373 42093
84 585 21309
236 577 33186
658 665 14302
23 304 63208
435 462 70898
544 579 62416
516 661 78578
177 402 64480
85 199 91626
157 671 96054
309 455 76377
63 512 40903
258 540 33953
23 225 52848
230 534 17072
126 538 92019
440 568 86453
58 281 14706
244 592 85084
80 452 34630
422 563 30352
321 638 50400
163 311 44267
12 442 18439
330 493 29
212 390 39053
31 105 47219
242 440 37521
6 608 28129
218 322 62980
185 229 10857
215 240 44862
201 696 39498
184 515 43322
47 691 88520
309 410 55075
515 651 86264
176 208 66671
429 483 38805
312 425 13740
435 681 49853
198 619 72656
209 565 80122
158 562 43357
93 411 56151
356 521 58242
345 467 50403
51 317 19346
120 401 77419
235 480 75465
265 545 81829
60 101 25551
50 664 30535
290 546 57871
17 493 61340
193 548 3941
544 560 67316
332 517 3378
69 493 52983
568 636 60512
528 529 85255
141 183 38620
621 684 14444
42 256 15187
317 373 45928
63 293 87196
562 591 53175
260 385 77896
321 417 79584
110 133 65179
124 525 38118
70 640 60750
219 224 54104
373 480 77270
356 665 86674
78 249 71623
222 408 52363
160 547 96624
73 91 67682
462 669 36821
473 611 38979
40 297 68266
390 395 64817
316 490 6291
20 238 98989
236 260 80506
300 555 55822
345 616 46385
334 561 51034
