400 20000
168 338 76430
138 146 90058
40 97 42243
115 305 73164
243 260 17370
294 399 58439
25 374 53042
246 250 45586
177 384 27914
80 271 38749
141 392 17366
66 341 60772
236 385 68430
113 394 75920
15 25 79124
89 326 47764
238 335 43605
183 301 75817
211 308 57998
129 352 58189
21 166 99958
14 148 70141
132 235 2254
172 314 68192
34 145 91703
145 394 17372
143 388 22985
120 219 48268
28 311 47547
113 252 37101
137 221 56685
143 233 50422
167 238 26725
221 238 80481
56 200 2910
148 272 85752
307 362 3895
104 318 8234
237 364 23781
3 208 61116
108 259 40697
111 120 62601
170 199 56083
293 313 23983
32 59 79122
102 204 42215
3 395 87127
140 141 7828
186 362 41508
189 226 7076
117 363 5346
17 53 74423
177 326 35821
309 399 60066
186 220 38284
69 210 22020
287 349 73807
129 346 10666
62 398 81286
12 219 44457
44 324 55559
95 306 8490
242 326 64471
125 310 74470
75 373 65376
190 274 13270
50 204 36338
22 267 19762
100 220 38457
15 277 48786
9 80 66016
52 385 74441
224 284 51475
34 198 73378
102 370 74827
325 378 67515
57 59 84799
247 367 52948
124 260 60825
95 373 50014
97 197 29097
131 167 69800
27 297 32469
307 377 14
95 253 6407
80 294 2482
105 110 90001
7 199 46746
82 103 62786
94 243 85722
227 256 82936
27 312 28895
12 41 60438
199 390 41556
249 354 68813
47 75 65574
158 343 49511
212 221 81572
166 350 58186
85 383 3157
172 178 61197
62 64 69720
38 318 52936
148 243 56008
143 395 94563
18 118 47810
224 363 95001
4 153 87577
117 234 72502
191 275 2674
294 339 99980
174 201 40923
31 114 60152
10 276 61418
4 78 72013
152 340 57003
17 43 15180
85 283 54654
13 340 59253
297 382 58121
95 279 38782
134 389 90147
3 374 30403
33 349 35006
130 374 35886
105 315 97239
103 354 67794
232 247 47042
206 386 37716
248 339 30595
124 310 85646
93 342 94127
64 105 22198
227 271 51294
248 284 21874
237 384 77088
230 257 17705
147 283 69348
4 275 24282
68 329 33950
87 186 55835
24 90 89357
205 254 42482
45 161 48475
55 379 73715
115 326 61058
358 361 45112
303 314 3200
236 370 55672
52 179 6492
90 176 89215
273 387 33812
30 333 53411
264 333 22091
38 81 26793
155 237 20351
145 276 5863
129 140 8002
159 317 19538
179 383 21343
137 284 84199
352 356 23080
240 281 32259
144 329 72526
117 377 68229
112 272 77881
167 310 23095
49 127 21681
190 297 13820
47 279 43079
180 350 48913
68 377 66802
62 123 65596
1 168 55516
77 224 12018
14 78 39773
237 344 44506
291 378 7151
192 337 61849
208 324 36940
286 393 7322
22 353 62344
322 353 63906
262 383 94356
27 100 7317
197 325 50880
231 273 63049
148 244 62739
107 138 25982
345 397 79671
60 170 10854
74 189 39432
123 363 84250
34 234 85652
12 57 15948
3 51 26837
26 118 29231
139 358 57823
41 150 24596
79 260 63832
134 152 30475
48 119 47815
87 170 95978
3 24 98987
57 253 32409
163 366 10934
23 352 74374
382 394 71994
64 172 12353
321 347 97467
125 137 89060
83 109 55837
85 217 10109
182 221 68611
125 268 71322
214 269 83003
64 277 31187
319 329 70644
111 395 12604
65 145 15493
104 272 29169
181 188 3196
242 263 70744
329 366 220
23 295 82508
193 248 14774
128 265 9517
10 192 81920
16 142 68886
276 356 22512
4 205 74691
272 344 20565
28 208 92108
136 352 7804
156 281 87765
151 310 40304
127 305 40385
22 87 36952
44 294 48270
250 317 79052
75 171 23355
130 194 82164
74 101 90188
389 395 22392
197 329 57170
227 277 39753
178 285 6969
78 226 93777
48 103 15224
23 257 4938
34 359 79458
133 322 12705
87 142 52410
1 264 52662
26 276 38224
101 122 30707
157 378 31383
377 394 77582
179 369 67979
143 165 62780
28 225 36133
137 213 76313
211 217 50657
127 248 95040
237 387 87183
113 321 66524
190 381 91399
43 50 73048
177 393 3693
118 123 61717
186 386 17727
140 296 44179
32 125 37283
323 372 9374
65 81 75744
49 400 24698
119 152 84862
47 378 82693
123 227 79863
67 115 55167
308 326 3312
249 318 1509
185 374 38133
240 382 52704
162 359 42867
85 109 26983
233 294 97659
123 278 26380
26 307 2002
252 286 34241
102 219 7327
204 236 26455
212 323 72868
270 297 24867
57 113 59529
82 318 60460
192 205 47403
196 218 25033
55 117 60456
10 368 5180
72 216 88641
127 365 12626
99 330 73943
28 64 47990
5 109 98928
127 372 21060
16 357 77593
25 159 22051
65 397 37098
190 282 48815
77 155 25539
79 108 20057
16 310 16689
198 315 92420
320 323 87473
79 305 50333
261 382 24771
157 278 76523
330 347 25360
53 271 82077
32 348 64949
25 229 11622
262 297 56383
104 142 8426
166 182 64168
249 259 6931
38 93 55484
178 214 86810
37 200 52903
54 68 18538
248 361 92190
327 351 73062
84 99 54428
79 332 87219
337 396 65995
146 308 97040
120 136 59459
301 340 74533
97 355 47598
155 311 6978
307 385 8693
124 167 32571
115 231 21783
203 307 73949
35 118 8136
58 399 12953
193 226 1345
222 348 50780
88 331 17033
228 312 64122
210 294 77018
82 298 26063
108 174 31905
251 282 71969
121 338 5837
212 276 55002
170 292 9882
125 372 5441
63 208 896
300 336 45456
109 122 52637
59 100 38385
9 340 66496
363 367 90183
190 217 22893
176 296 91132
285 329 41477
248 331 70572
72 381 97493
4 377 19811
123 377 26338
40 361 28637
48 106 68738
156 233 52680
59 177 80441
63 241 70991
83 228 44610
190 355 33861
16 63 10641
75 138 24899
136 219 59517
171 244 20424
4 229 899
372 386 43143
117 218 75687
233 306 16185
108 323 59013
107 325 44027
262 346 31031
59 206 96356
211 338 34352
310 342 36330
19 29 48717
212 240 71148
129 185 64747
66 275 87928
80 164 43995
37 42 48451
49 393 98539
234 312 58644
171 261 14033
45 164 55445
18 345 68638
335 345 73947
304 383 84294
52 380 43530
384 397 27785
117 138 67559
177 330 92413
35 108 69316
106 257 65471
251 337 42806
98 302 71490
107 367 47910
186 235 86974
171 335 95157
185 239 87258
48 397 1463
22 54 60196
78 119 72222
151 157 96214
123 131 46423
92 371 95827
261 344 10851
230 399 82980
7 146 65051
114 144 13320
221 391 57860
193 250 6213
195 211 58485
20 331 25879
114 187 72331
6 120 84052
263 267 95656
44 200 24958
17 26 29662
211 269 58177
108 168 17968
55 298 6204
205 309 65687
129 148 14953
134 356 13971
187 211 26566
269 281 99924
185 201 38606
17 299 57605
106 212 89539
304 350 38361
211 267 65514
26 339 69229
47 375 45513
25 316 3643
208 363 40687
42 344 30709
115 364 90102
4 132 40870
263 308 20060
71 235 56472
221 297 57434
115 272 22943
30 167 29673
151 362 51282
105 176 92380
90 270 40979
118 218 69673
52 139 22419
36 298 71179
280 312 27403
9 385 16719
39 238 87428
284 292 94934
169 171 92147
377 392 32553
348 364 4151
111 197 60204
159 223 17528
244 390 94063
134 204 93230
41 126 1212
84 135 69631
42 321 25038
57 300 83112
86 119 6444
48 196 23125
94 111 98161
122 393 36930
120 141 51294
118 167 9147
57 74 74310
86 103 99733
136 236 2552
189 372 25060
189 326 75331
242 276 81479
5 316 70227
269 318 39824
272 367 38264
36 166 60132
165 307 34630
232 235 35640
145 282 23318
184 232 6924
69 324 67670
203 209 26235
201 397 93983
85 205 38802
264 305 62634
122 244 44336
314 345 46397
210 302 20066
111 397 6073
13 327 32257
8 342 13488
43 143 27682
18 328 31096
324 356 87999
23 187 43334
75 103 99841
281 394 41262
193 246 34256
273 390 95540
55 232 27595
112 344 52696
32 384 9812
162 308 65821
46 151 70232
172 302 74438
229 263 96751
53 361 35258
312 384 60343
9 238 32056
40 73 93615
56 343 20027
330 346 99613
30 328 48950
48 260 46041
307 323 5511
157 230 91357
133 209 31192
142 396 42521
14 127 75322
149 321 71539
1 135 58841
7 330 83631
326 379 72713
114 328 42651
125 319 51457
61 385 81209
5 92 6031
170 374 36570
61 192 78421
113 382 73089
343 385 29854
28 385 83139
32 117 68958
23 226 549
76 118 32278
148 175 32101
336 388 94629
45 253 40711
184 354 21907
106 397 85496
18 128 95684
174 278 1188
166 380 61009
49 79 25164
102 268 83125
49 324 59815
230 283 47749
149 251 28782
54 255 97109
334 372 80240
292 351 46531
126 273 69787
281 306 34087
262 289 72072
113 239 44421
365 380 77136
89 144 57478
126 297 6895
206 266 5218
155 333 7652
26 224 69702
14 356 85198
56 84 13658
63 203 21904
30 54 30218
22 372 50596
116 257 31292
74 347 89337
29 208 58834
297 366 49760
213 352 78704
1 139 49264
293 304 26610
151 392 33501
283 386 86061
98 199 45120
36 74 40712
221 393 5585
295 310 80778
268 369 31194
244 364 63769
16 242 75017
92 225 31768
233 250 2239
42 348 77847
279 289 4761
22 129 859
138 247 60379
128 379 6969
44 384 23200
47 59 98955
67 335 42228
65 299 20174
117 232 19855
35 138 65038
51 97 89826
28 266 23179
276 290 32299
99 367 38356
22 180 81125
32 320 18605
50 289 44380
72 115 67235
4 125 12896
10 256 63309
113 347 376
5 177 56049
17 378 90997
97 393 90525
282 342 33420
37 83 87439
139 150 14103
326 397 149
121 233 1715
10 350 17128
343 344 40843
155 176 30798
237 319 36358
39 241 79406
162 250 75446
126 301 40759
13 321 32496
79 164 92213
141 185 55116
56 261 82413
101 141 76559
59 266 74002
67 309 2475
72 370 79441
39 161 73332
134 161 88227
75 340 14279
125 302 72521
109 310 7752
85 134 43855
89 374 31841
100 342 81854
206 376 7020
102 282 77259
70 239 19497
18 255 40169
25 380 60772
195 334 76666
20 246 69230
93 390 24141
314 322 8238
22 284 79163
315 335 22904
229 346 97708
136 338 99251
344 395 98272
232 368 57528
326 378 99499
302 345 29888
62 112 18811
53 74 88764
28 75 32187
121 255 36875
145 389 35969
8 261 46871
37 171 66971
277 316 2265
222 256 55155
233 377 63757
181 393 62641
51 140 90796
206 380 9139
48 315 67157
37 347 16440
184 314 18696
121 156 45360
38 329 42148
71 137 35757
112 263 22378
256 363 34734
342 382 1645
17 315 68749
180 234 9173
156 301 78598
229 294 60371
39 299 64038
220 332 51282
49 180 6770
127 256 4847
94 109 83797
42 98 18973
13 32 62420
161 192 5418
218 316 89754
61 272 36979
52 99 88096
122 385 68048
312 391 76190
61 198 34429
296 356 9798
112 308 37108
51 204 8175
197 255 87385
264 349 48387
172 177 70822
100 137 39785
94 254 40163
128 394 38250
17 68 57286
79 170 29607
333 350 52473
37 253 56490
116 358 15092
69 189 7747
195 391 63407
192 247 48859
80 285 18728
231 371 91790
39 183 16559
8 69 44650
304 340 77942
227 240 39443
39 78 77036
138 233 15511
21 329 72372
210 396 89419
163 201 63298
71 208 47682
270 306 2632
53 339 22212
99 246 45938
78 238 37951
45 321 74040
177 319 40344
155 229 48227
299 332 93321
331 349 29021
129 264 56918
166 289 37218
313 385 87411
303 351 95110
103 233 49167
253 375 57821
55 359 29361
155 334 65636
217 233 95629
97 163 62763
22 356 4153
179 185 67797
169 320 94546
112 214 58696
222 364 66760
167 174 31022
122 139 26381
102 269 26083
97 222 85899
140 179 15024
244 316 57928
277 310 51995
255 281 59279
302 303 12888
54 394 24485
82 250 42307
3 397 31412
205 389 64973
7 171 62136
247 382 44069
141 306 59236
24 100 32699
76 312 12909
268 391 63719
89 200 15516
279 301 30967
65 131 56997
113 143 30437
15 395 60614
255 327 25755
79 216 75624
112 232 61374
32 293 4171
43 310 63415
136 336 38913
51 328 78024
43 302 43981
95 297 67046
64 369 24854
211 272 17111
2 145 75980
38 145 87536
203 239 23176
12 345 75674
315 366 87992
144 289 70226
364 390 35233
23 167 18935
13 205 38787
66 156 84054
259 263 19556
78 281 27783
177 292 21252
112 276 59854
217 338 60941
40 387 11291
113 285 48329
117 128 62883
224 323 90419
174 369 46756
124 279 46401
98 121 14042
6 246 58750
57 355 92839
303 377 59160
284 385 19259
149 201 14471
142 317 26233
195 347 39894
108 343 95430
16 248 95979
127 284 98671
87 323 54623
268 322 70114
33 166 86648
158 370 32197
244 265 79347
228 280 30910
74 160 77696
323 332 14874
322 349 41431
69 358 78303
47 54 95536
75 156 28031
23 319 37335
38 200 31489
118 356 36540
106 280 7206
14 322 86615
236 288 73271
188 192 97688
49 284 13633
220 239 38399
22 302 18582
100 271 18809
144 214 16275
141 218 39468
17 160 84988
180 261 95926
49 351 29830
100 391 46557
78 248 64795
23 177 22074
118 353 23890
241 262 16883
166 192 77202
331 350 78159
208 277 96623
191 271 83065
133 160 46196
30 272 78094
84 222 30431
63 183 81909
213 289 28107
88 327 42493
19 206 64053
231 259 90606
19 396 6164
3 228 38548
130 146 4963
209 272 89611
16 341 27836
31 397 61367
164 204 8444
109 248 51931
11 238 33791
31 98 30287
255 346 14486
212 273 23694
101 230 29019
146 182 50156
338 362 44367
161 216 38576
332 340 80774
140 392 20857
233 340 33378
69 168 57206
81 296 6915
123 236 25013
194 360 17319
99 333 59293
76 236 93681
133 303 57800
10 210 10398
168 236 14796
3 277 39383
84 120 80520
228 371 51348
8 41 93444
35 58 70854
325 337 26364
124 158 48015
302 305 20962
133 150 88872
317 360 85895
72 117 92529
5 115 21372
62 193 23486
218 331 27094
176 245 61169
276 280 42148
278 364 26062
78 250 45845
314 350 49445
89 127 90326
198 314 5665
176 367 93194
245 260 2584
75 163 16357
182 202 83085
7 353 71371
26 323 31151
299 339 59511
224 387 74364
20 141 55766
86 147 1460
107 330 83262
6 97 66200
186 217 13733
50 183 25226
292 294 92499
231 317 39261
208 343 44876
116 176 34970
315 333 38474
250 332 78068
53 142 97209
178 283 26148
10 297 41334
89 244 58207
229 287 85627
95 144 6049
39 400 37899
322 355 71569
66 194 73531
57 349 2011
64 306 46386
351 361 16942
306 314 19971
81 97 65175
344 377 77987
221 325 99788
79 364 70666
72 333 34696
233 323 82623
25 292 28867
248 282 1134
205 329 10403
350 352 11251
126 380 34691
97 134 82839
66 145 30002
200 250 83283
19 137 79232
266 360 2954
25 242 26126
252 272 77903
29 238 73898
133 378 74995
190 210 92338
78 208 59840
57 382 48985
342 390 68681
115 193 21826
192 259 30241
21 172 92759
97 105 33524
101 238 60264
246 297 46084
367 387 40605
13 189 1124
98 391 28066
3 27 63008
108 375 34099
79 299 39957
129 309 84679
221 274 35481
28 400 39282
204 306 27827
58 264 96449
19 359 92173
58 316 91207
303 317 5589
142 185 87393
4 362 5034
59 343 2282
5 86 66864
93 199 49904
199 242 91796
274 357 1006
56 283 14066
220 287 60467
90 191 54984
63 162 55068
117 357 33434
42 385 42096
162 201 68813
84 369 46804
55 125 1434
111 252 78239
42 227 64371
183 337 17366
273 397 72318
8 190 17872
13 344 13176
195 373 15434
9 179 12405
140 217 38336
7 53 39247
49 156 90646
87 245 52342
212 227 96100
341 351 52166
50 353 76897
150 317 92889
157 250 2412
177 308 35017
93 239 83466
17 292 94297
207 363 11659
124 168 97766
193 196 11097
250 355 3554
156 236 97460
65 333 98602
95 381 62484
209 331 44377
91 368 63079
121 299 56230
280 313 9456
46 129 97797
220 315 18990
86 375 66047
102 150 58280
141 178 89192
166 229 37679
97 340 50483
190 220 70495
82 187 59137
102 185 95062
248 289 93926
75 252 41624
280 374 29135
152 380 25119
6 379 94539
86 139 97469
16 388 54833
15 359 91687
109 372 29255
63 304 1517
134 367 49447
75 281 9115
294 327 57223
121 184 15772
2 327 17391
132 309 77737
142 382 90768
301 349 47568
110 315 88543
52 97 13833
171 196 52222
170 226 23685
107 254 72322
86 201 70256
235 386 76798
149 344 31244
67 397 23855
208 236 22126
72 102 67996
42 196 9146
119 271 18031
306 355 91470
11 137 46478
100 238 83265
166 167 84523
70 128 16337
192 400 28475
60 67 82736
263 272 68827
324 391 10082
99 120 30467
170 291 74488
154 314 33260
186 237 69008
99 197 32428
124 221 37121
108 374 51440
187 223 98365
47 237 91437
120 203 68855
211 341 58594
182 333 15518
231 335 1975
333 383 91890
179 212 48458
329 358 75103
39 70 1763
24 86 35703
306 318 12525
293 378 55357
140 233 41283
55 345 17965
293 337 34492
197 303 43553
80 243 50616
184 349 35403
48 123 12726
97 187 91694
152 294 87292
62 397 29326
125 393 36688
21 273 32378
336 358 23119
307 356 71895
94 99 95387
123 221 38805
62 270 83066
297 343 11184
167 242 24313
3 167 74206
130 309 74185
74 323 43318
22 96 27230
139 368 93294
77 338 52252
206 288 60932
293 335 13690
244 363 69969
81 221 47824
35 272 59622
164 279 16676
11 47 5669
100 187 69143
157 245 26089
137 329 49363
26 37 57162
190 320 89641
55 301 5517
11 307 69003
7 264 68845
370 378 93753
156 171 9408
127 292 925
100 104 42485
62 204 75319
63 151 2456
200 392 96193
283 354 90597
8 14 63984
231 350 81117
180 197 68035
34 387 71574
206 399 35286
16 71 16114
71 168 12862
14 34 94184
18 61 80170
229 300 44543
85 325 96758
106 316 95600
105 226 36196
244 356 8968
373 375 96866
332 378 86960
96 297 58589
12 114 83979
199 342 37205
168 312 48295
39 225 3772
89 234 22376
209 235 96956
227 266 65575
10 175 33162
9 246 42724
139 140 78560
254 307 23868
3 244 38962
78 214 11916
55 238 84702
48 377 33126
24 108 15661
105 250 16183
90 344 82598
180 265 56958
102 318 9352
176 311 58386
151 258 16156
71 360 59729
17 70 51075
116 189 68836
297 391 33334
306 323 81948
219 335 5025
30 282 55449
237 335 20529
61 308 67466
134 266 67637
39 90 4906
128 150 72839
49 99 63404
42 287 99339
210 398 55035
16 35 22320
152 309 89
222 308 91667
104 357 14756
196 322 27758
28 284 14382
309 395 68354
146 343 63727
160 161 45138
294 306 66253
75 89 96106
48 194 78863
146 328 64655
170 219 32031
113 179 39387
68 363 62381
62 287 65332
36 136 58529
141 251 34744
101 388 50999
252 277 48784
134 197 83993
7 196 84507
35 394 56912
163 317 31042
203 348 57729
182 359 95494
204 283 72739
78 175 80930
61 281 91854
52 146 8656
23 114 49110
194 197 62894
14 86 990
19 63 40432
179 202 26027
223 225 62642
66 283 61662
336 355 17758
215 348 51529
227 338 68252
91 226 78886
11 265 2303
27 68 12110
126 188 45425
194 373 24785
262 322 96765
99 338 31692
181 243 79758
120 306 41677
30 325 55106
63 184 64053
208 298 63511
151 223 23112
138 296 18307
195 295 85977
168 242 73874
371 390 1004
169 353 39479
27 377 78948
222 234 76181
282 336 23304
110 369 65210
29 322 30728
107 149 67673
226 372 11894
139 252 89285
348 360 10983
38 174 57302
97 319 98519
61 327 81801
26 109 21214
90 362 14099
160 289 59023
79 158 43883
159 256 81404
60 286 56548
11 304 59151
231 268 66641
49 171 36258
108 227 28233
67 366 35016
25 359 33387
214 376 20165
214 239 44834
143 287 54939
247 373 79152
107 392 16867
1 155 97325
115 138 40487
177 222 81544
40 383 25831
29 367 41668
277 348 445
9 188 41703
26 62 17070
27 132 21623
6 28 15645
64 106 2807
121 243 55609
19 387 90902
282 380 46286
82 152 14755
235 252 94933
362 396 18657
16 25 14984
193 336 68110
274 313 19706
130 244 66549
223 377 66918
60 257 27081
128 170 3033
317 363 67026
101 187 67015
134 293 56752
270 369 32185
37 95 99512
61 139 3781
102 144 86905
185 281 58081
279 318 33938
19 395 15591
89 255 90853
172 378 82340
90 351 64069
42 298 96788
35 134 81102
88 92 25898
38 283 73379
65 126 11258
89 237 27643
103 379 14087
40 145 91357
154 323 31069
278 352 65415
18 271 62916
286 356 29867
144 252 64286
162 184 73280
242 332 88700
304 306 1087
9 345 69914
114 313 65328
78 391 72823
101 224 19809
7 132 10563
15 187 93863
236 244 5713
156 190 86063
243 371 87559
68 300 12323
29 305 45845
162 388 55487
37 45 59222
183 244 42823
26 314 59784
172 276 67428
336 359 91835
218 362 86972
186 255 49712
187 324 38138
257 370 44486
168 282 41796
87 184 61355
119 210 65787
11 54 1569
168 294 23434
67 110 80178
72 357 75197
34 290 66900
52 219 52439
144 190 91995
95 400 38517
234 297 47053
164 352 47540
358 367 22242
77 394 67117
95 157 13775
35 206 11615
102 200 61807
38 245 11056
117 395 85071
18 239 57170
129 228 83832
290 383 16255
120 230 25146
313 382 40242
291 300 3539
187 213 65422
119 241 20102
105 291 49681
134 142 96939
87 202 49298
136 250 58349
159 238 50284
219 380 89848
12 396 86340
286 336 57073
209 325 97628
142 344 39666
286 301 50587
205 297 90178
4 55 62135
115 339 14765
75 211 85726
95 251 73048
182 209 2119
92 296 57016
99 148 75179
197 262 39808
45 189 861
95 189 27773
313 351 89125
256 340 38820
113 168 66153
226 373 87765
21 365 83267
72 202 32677
125 163 32948
50 223 35673
311 363 80493
248 318 63860
51 285 50688
184 228 38110
64 125 48031
42 327 59015
41 335 87528
249 268 67729
10 72 58070
150 206 11995
3 313 89032
126 258 44414
136 233 52798
119 176 634
79 367 7981
43 88 22235
185 392 21923
91 335 79263
150 340 11086
32 366 56244
93 301 52575
69 88 73417
98 287 36585
142 234 94645
231 232 1618
168 380 46207
131 375 27186
18 43 8302
138 206 95214
65 360 27669
213 376 10504
269 347 92155
43 360 13351
2 159 88757
2 223 96595
147 352 55736
70 255 61080
168 305 4155
15 103 31319
211 331 34259
153 161 34796
239 343 87065
294 356 47890
86 272 78456
280 281 53429
80 199 50053
165 199 41153
55 61 95134
201 365 9526
358 391 40638
307 348 42035
126 213 43020
233 281 34270
309 385 27024
197 218 88393
166 206 12111
207 372 90705
162 232 11349
329 348 92715
30 223 45673
12 36 17137
11 169 86025
125 398 76881
326 349 69565
50 317 43367
41 320 49834
222 265 90632
108 298 18195
86 242 31384
214 275 46319
67 367 95888
235 352 33669
3 245 33630
62 96 25638
261 319 36061
222 285 42097
151 271 11021
273 394 59467
60 293 70768
12 320 78876
324 347 59765
35 342 20777
89 340 4701
31 383 39935
175 265 14806
358 384 51686
380 396 51380
212 294 29571
134 247 71418
138 150 33538
32 41 13978
100 252 14965
166 355 6807
158 377 88512
200 243 96838
175 387 98779
17 312 95045
88 304 18056
31 171 13673
164 364 63960
167 220 42376
31 47 12863
72 193 43212
80 314 79383
195 325 52084
19 360 85876
369 387 67796
290 309 91717
178 208 48525
323 341 78392
171 223 33352
204 289 17476
42 234 22570
26 367 67424
291 349 11541
77 372 91102
33 265 99862
78 274 87851
125 208 53558
148 203 98127
270 303 67632
91 263 83570
88 378 59074
110 321 54787
293 361 99987
184 279 31273
42 171 49691
218 319 66606
254 261 59124
24 355 43476
36 234 14742
45 328 87711
194 228 12663
140 389 61022
230 386 32120
353 387 27432
215 248 33822
71 93 79638
223 242 20846
46 278 18162
120 393 70322
81 259 73648
170 395 5135
150 351 35297
84 244 1330
135 334 58041
259 382 9305
200 332 4334
142 242 25390
20 349 11777
183 278 66910
139 356 81083
200 207 16741
295 311 18826
224 382 99804
18 277 1126
154 275 12390
48 259 12129
276 316 81542
116 190 48161
96 189 1813
17 117 63602
223 390 71111
169 278 58279
300 382 96058
261 376 95050
337 370 96437
228 396 14489
55 161 52097
60 72 72816
193 219 75977
208 284 38266
137 306 2552
238 395 51454
242 270 52633
146 353 91001
138 268 23149
201 266 28893
169 216 81864
155 200 19831
266 286 97247
42 351 80089
47 394 82503
35 38 11765
283 295 29414
24 348 37676
14 308 36197
79 361 78509
46 345 74812
198 212 58511
300 350 73410
83 290 98561
26 241 90508
92 184 53247
67 293 47115
247 318 17369
5 218 61980
170 204 4704
59 379 80119
282 286 86813
211 259 75471
126 302 76398
43 212 43582
188 277 86277
310 328 42195
213 344 59608
1 338 28112
245 395 60700
101 221 39556
85 396 53747
89 173 20153
195 228 1269
1 199 15868
207 241 78994
91 208 14788
87 224 10027
167 302 6921
141 364 92194
136 333 32766
188 349 50670
73 193 15409
55 74 81450
60 373 99073
41 71 77234
188 228 2628
19 138 60807
117 224 70041
66 336 83402
24 99 61473
283 358 45114
103 350 57035
99 110 81842
155 188 72819
1 392 33045
158 233 95683
17 134 36084
283 329 31633
169 305 45329
262 374 70290
335 380 75192
142 385 42450
41 135 57351
147 351 6117
209 243 77053
57 305 95480
99 270 49553
231 376 28339
62 165 83244
102 395 57762
87 155 36066
178 233 79244
57 263 69665
105 141 8626
80 253 50165
74 185 69286
5 34 25280
242 325 62541
60 64 9881
101 353 16710
144 149 11464
362 398 7997
30 374 68340
62 170 83565
42 170 38057
122 135 92937
273 327 35107
110 244 87317
196 379 21756
67 316 10261
89 245 72954
40 184 92753
99 364 36111
281 340 36798
75 145 48088
279 390 65692
53 380 37475
191 397 55323
58 138 51860
34 189 41260
55 211 80894
236 280 30369
4 224 3952
4 316 98873
11 22 36786
96 261 39303
57 98 8469
20 380 19398
75 306 17476
294 370 19987
248 327 89493
11 99 45961
266 306 7108
322 340 73174
163 167 96347
185 310 87500
210 228 35208
158 368 43012
1 29 56316
265 269 40491
124 379 45223
18 110 34147
214 294 66641
4 66 83708
261 305 55860
106 327 65242
243 292 22741
303 374 61831
46 290 97047
6 15 69869
109 212 45702
320 395 61935
50 81 64534
10 185 65882
195 260 13667
17 325 42493
9 374 94134
291 359 18348
41 351 53365
14 351 27166
29 333 31220
297 308 42132
24 147 21504
180 344 38658
209 326 98124
98 338 79548
65 303 91925
151 187 73404
89 236 24856
1 385 13135
95 310 74636
94 235 20215
76 330 16293
370 385 89248
36 232 16003
135 288 74110
191 293 19767
4 279 33649
80 356 28318
265 367 94008
195 321 1982
107 293 92632
143 219 69862
3 130 86607
91 144 43172
96 237 27270
110 235 76762
206 389 62889
133 148 85904
16 209 23848
270 313 16493
28 162 15525
96 172 51895
201 297 5647
26 72 31683
90 136 28495
258 295 48083
191 208 89978
232 275 5719
83 129 1376
349 357 88958
171 323 54058
162 172 29957
342 350 74449
255 393 30799
145 318 94107
6 339 53698
37 376 84929
146 227 35926
151 341 93327
274 377 46436
251 387 28612
3 81 26333
38 378 14313
306 351 11122
136 155 93163
230 268 85527
11 55 40655
108 400 99624
33 287 17235
162 335 38861
129 169 89639
150 264 60784
56 152 24792
14 229 3018
252 381 27591
43 75 51353
9 219 73919
18 34 71613
41 119 20979
250 364 72409
5 192 34258
117 265 28127
16 215 2764
221 349 38419
189 215 56916
23 60 97262
370 384 54536
213 296 37336
130 168 14185
156 198 58387
32 357 16533
322 399 39427
124 273 27171
37 125 73020
198 200 73327
90 279 99820
76 302 7824
154 349 92084
102 186 24684
89 194 35170
24 375 60129
203 396 64396
135 281 51516
299 331 55226
76 372 86227
319 380 9512
35 326 88375
177 395 91758
101 263 39640
74 195 39926
218 368 38900
306 347 89160
89 170 78283
176 359 29384
329 344 78811
232 296 58193
13 107 43517
196 271 12650
53 284 94303
40 229 92249
30 128 81678
4 349 89611
87 197 11806
61 125 96406
293 297 41873
3 398 14059
211 382 46982
178 390 97460
20 122 41880
201 222 25196
69 208 79999
140 313 71162
56 342 7631
65 75 84780
186 229 882
21 205 49534
25 108 56483
294 379 66211
213 349 22795
272 285 57905
36 375 23953
179 239 6706
67 308 71215
120 368 62005
69 305 57142
81 265 18074
143 320 24778
165 388 27040
250 329 38901
186 201 3235
125 373 33406
105 303 18211
218 229 1370
167 264 8934
319 365 61667
65 336 19162
55 227 18668
28 250 16087
55 146 60963
65 138 33849
200 336 49803
252 384 45272
152 204 73604
145 386 50117
316 375 56504
207 237 55828
160 261 78093
16 140 50864
63 70 90962
154 266 15223
21 215 44699
275 369 48766
346 358 95357
188 207 66058
32 66 99313
102 264 95404
81 245 15965
11 291 68285
22 351 14855
214 327 14031
285 346 79588
220 257 70032
47 301 95438
44 124 33606
4 180 46347
107 158 49446
65 349 18921
151 168 86720
56 302 17577
86 344 14827
143 304 16818
34 109 11972
18 275 1266
25 358 98607
44 211 50468
360 390 67607
59 297 76026
151 188 79601
307 347 61990
222 366 9640
81 86 58772
272 370 64090
122 374 63856
109 336 67411
62 356 17366
167 377 8842
316 363 23132
108 397 4137
98 258 71983
247 336 46150
284 307 34761
116 159 80816
5 376 41149
221 357 18812
305 392 89561
3 237 66303
94 107 91873
143 267 78865
158 362 63739
72 265 52741
200 360 86375
150 380 36231
323 350 95450
1 288 17794
160 315 16193
239 367 81630
45 162 17113
260 388 97386
61 102 61457
167 352 86463
143 291 88399
31 141 37446
208 365 23610
218 360 6659
263 349 92378
50 313 86767
216 272 49195
58 140 43358
126 214 67489
255 298 57427
38 225 56416
97 358 343
13 256 69663
322 362 76463
40 98 19900
