200 10000
91 165 79929
17 155 27355
175 176 62475
123 152 16329
33 100 54466
113 174 45340
2 76 18716
26 129 37071
165 183 3008
87 138 4512
81 123 69362
55 64 83973
6 82 44376
89 160 64819
109 115 20119
40 64 16249
72 195 76007
14 152 41983
69 155 56960
169 194 31936
58 63 80551
101 121 20604
106 185 12300
17 80 94615
26 97 59425
39 59 27480
73 167 68611
69 160 31881
51 95 65614
117 145 28080
28 174 81799
53 165 29189
13 123 23849
82 114 15061
9 146 20745
148 194 75702
16 155 80306
78 84 94726
99 105 50030
58 132 42653
105 118 29265
123 139 62471
31 147 23469
178 191 18783
34 51 20131
6 138 10659
34 173 42654
92 111 65092
9 142 21504
26 66 5798
91 174 7022
37 95 82535
7 130 96624
46 169 19177
102 125 38056
72 93 79998
131 162 13444
19 84 39973
32 195 27224
17 173 28999
114 175 25947
54 135 13421
50 161 33680
39 105 58745
75 152 59560
24 112 61464
16 72 21862
74 155 14545
62 168 2272
7 104 3932
4 132 42743
48 110 11710
40 99 81056
107 190 22056
80 183 95212
58 79 99766
175 194 7158
12 130 38483
67 72 65308
153 173 75682
52 89 54138
93 99 10772
7 70 65303
28 141 23910
85 154 60220
61 173 3108
124 180 24888
86 155 79293
106 131 48883
70 139 32076
30 68 70909
50 119 99242
172 178 39108
84 104 57510
89 121 67796
189 194 5819
3 193 43397
147 164 68026
52 168 67449
36 45 95000
93 153 30174
95 146 76893
1 183 86678
18 141 55381
135 137 89734
42 189 21333
33 111 81718
66 147 94716
2 5 4875
32 71 45310
35 76 64185
135 195 63350
177 200 53436
19 113 76723
1 173 96524
93 170 82502
23 34 65308
127 181 63647
1 79 16088
8 19 45160
75 143 46341
63 168 82753
44 96 14050
81 158 40856
24 137 11468
86 186 7177
115 187 88082
13 31 56481
22 75 88726
41 194 83934
12 166 22929
183 187 34213
54 100 615
92 172 66106
109 199 1111
74 141 96
18 122 75798
32 181 22739
40 166 53110
76 167 25844
36 60 6589
153 187 48644
144 164 48305
180 193 34283
35 196 55002
27 142 47584
111 188 66307
42 112 82051
39 45 55843
134 172 2896
44 95 53656
6 79 55297
90 108 93664
3 65 27529
116 146 44527
3 178 76913
76 185 51348
36 47 77734
18 102 35840
95 198 70020
23 136 65278
4 99 90496
72 77 96535
34 152 52477
73 102 38624
88 123 93703
56 134 63747
147 177 5813
76 105 76419
61 132 39319
32 164 69330
128 130 63772
136 199 71730
28 188 69717
124 186 80339
89 116 81447
166 193 67803
21 148 75367
39 125 23528
21 85 18224
86 174 66661
84 168 64854
22 101 53690
123 142 5467
41 170 57437
65 174 1155
94 103 17401
98 190 10919
138 192 73949
9 110 20144
70 115 24235
164 176 854
82 199 74570
48 61 60728
121 158 94819
166 169 92787
6 171 71033
106 107 27397
2 65 27623
1 109 43309
48 175 87363
113 166 37906
144 160 96838
49 133 71719
142 168 1751
38 99 39434
6 158 24703
65 169 70125
18 109 77594
113 144 79315
57 114 13268
53 57 85020
88 117 75131
22 31 27811
116 121 35650
20 79 71687
36 59 10061
87 100 11392
65 87 54692
73 178 12359
30 129 17275
137 178 72431
103 158 23671
3 72 98310
150 151 35885
37 188 1184
152 191 38903
7 193 42125
175 192 12337
57 154 50446
56 162 52004
45 132 82693
34 185 27452
147 158 94871
82 86 64296
66 183 39172
40 74 68100
7 195 59487
22 87 17365
150 173 92131
86 194 90859
21 66 34981
17 49 44480
39 174 79179
174 175 53079
52 134 49937
26 174 74568
33 180 86518
43 77 31323
143 184 59398
107 133 13121
5 43 6059
71 133 42820
81 120 76930
89 188 15299
8 66 50792
161 192 87816
45 155 54360
68 135 42503
119 136 19145
26 140 51923
55 157 91653
22 94 25600
5 19 42532
90 131 1110
38 144 15402
87 171 96984
65 113 4204
78 112 6146
49 153 96427
75 90 293
83 112 8268
34 141 41014
13 197 38236
2 36 26980
12 51 700
82 121 34219
54 156 82737
10 89 63650
19 194 38822
86 93 47598
55 63 41693
29 46 46837
13 41 36629
42 67 62799
108 196 69525
16 48 73512
120 172 70805
53 129 10611
12 72 29137
74 172 63440
88 181 69495
21 110 89750
57 124 99305
46 184 18289
32 154 92942
32 88 16429
34 57 14576
11 109 99554
49 173 30831
26 93 20277
56 82 73822
16 101 81937
65 156 39899
132 165 31122
81 161 69248
5 106 78963
5 12 50597
113 156 62512
128 178 48383
2 153 83115
124 188 64420
86 99 69251
7 28 21494
36 87 69079
121 193 75646
174 185 48855
100 101 39123
40 163 48194
7 163 46834
24 48 88506
34 68 82156
131 186 32605
64 80 99052
15 158 25984
10 112 55147
74 175 2580
11 176 35736
171 175 46966
22 30 51301
38 72 20969
37 139 87097
179 187 16769
5 188 81032
36 123 78785
98 198 69939
70 190 21973
116 185 56460
83 184 43030
59 158 87411
23 56 90961
16 92 53240
152 193 90595
12 135 22538
118 181 49394
169 191 34389
37 180 92808
74 106 9863
82 109 88521
3 38 82955
126 194 66309
48 168 27669
25 55 28766
128 191 98466
76 181 83348
3 112 32204
12 159 16505
117 169 44769
1 107 52297
109 200 57462
26 187 44199
17 121 46621
102 127 68816
7 58 48316
155 182 25322
9 46 25280
79 163 73860
71 180 68889
41 91 36094
33 41 24758
39 76 72903
23 157 94912
61 147 83595
130 167 90337
162 170 63159
57 196 8953
158 198 88513
26 125 10909
2 8 88760
173 181 96114
147 153 89546
60 189 2194
12 139 645
136 185 36136
104 138 38030
16 50 6492
119 162 2651
50 152 20054
114 119 39331
98 178 34132
115 152 38332
53 162 55708
53 68 82348
12 171 71923
109 111 93193
63 68 8357
34 100 2007
30 101 72011
51 68 5500
118 155 62193
103 123 25814
116 155 34920
78 123 72311
122 167 88658
121 183 65851
77 124 6282
44 91 30757
53 181 33970
81 185 47781
102 198 5270
133 188 55618
88 128 59923
129 161 85920
124 187 87949
13 115 13768
48 172 13394
114 149 3437
6 190 59344
2 93 25425
69 82 11718
53 115 35706
82 148 90934
9 143 79573
18 113 98741
79 92 12997
16 80 91798
113 140 28254
151 195 84226
39 139 41823
42 183 69506
53 142 5874
98 168 74898
26 185 25004
4 139 64790
76 154 30107
44 84 32958
38 134 47964
15 100 97877
93 176 11489
98 142 73094
3 145 52915
55 127 72891
129 151 79515
129 178 15537
53 169 61338
121 141 99519
9 125 26991
142 199 83899
98 119 76635
25 156 16350
131 150 56291
24 183 77215
27 92 64887
53 119 78671
74 165 79931
90 187 63509
33 139 39785
94 129 83207
113 152 16579
11 122 98690
120 180 9914
55 198 62643
158 200 6572
126 193 12954
24 29 45705
97 129 96788
108 155 10875
22 77 77169
29 192 57300
1 180 16662
14 65 29083
120 129 5225
87 165 92287
25 94 21603
29 199 56128
82 138 24419
29 154 63800
82 118 49869
72 168 85289
102 175 2930
78 157 99016
46 124 57687
101 120 50598
14 103 22332
10 166 2689
8 92 71698
18 55 95446
17 144 89888
7 112 36975
35 99 94385
128 194 40723
48 132 80040
126 146 62774
59 172 35487
89 193 92266
54 177 67105
35 119 67412
9 94 47035
104 175 23184
131 151 64923
117 184 19219
15 176 38912
61 198 85010
83 133 73366
174 198 85851
22 93 87174
47 103 64131
54 200 21049
92 166 65394
3 42 71767
72 181 84652
67 137 61163
25 93 13719
108 130 68368
52 55 12064
20 161 92074
130 151 32521
12 105 39221
12 89 4613
82 186 89342
61 190 46552
67 112 3941
44 135 79016
102 176 38189
151 182 56506
119 163 84735
86 109 4133
150 170 7934
118 121 37475
1 129 57047
100 122 42453
40 182 44030
59 100 66446
123 125 36370
11 118 25600
59 64 65012
32 167 44900
125 176 34759
56 62 54245
86 163 62425
32 127 37954
111 115 83269
31 175 23979
12 173 26492
2 96 40734
164 168 46505
65 98 13034
90 192 68608
39 50 73978
132 150 35173
127 168 41959
29 91 61012
140 200 50345
7 139 81853
82 157 80511
53 120 7813
6 136 58756
69 169 33734
1 96 8481
15 115 94338
66 81 99337
47 192 44567
101 162 24242
52 59 6661
52 142 50962
99 110 21102
25 197 92916
120 158 79120
76 135 68794
24 44 376
40 89 39592
42 142 61316
92 93 85059
36 198 68429
107 132 65906
123 127 56295
114 146 4409
35 47 46558
142 186 91093
121 123 34428
105 199 66824
41 100 83982
136 154 1066
45 58 67123
104 200 27695
17 24 18821
85 90 7783
29 127 50925
10 53 80519
81 91 51425
51 74 3605
179 186 14175
17 50 21514
147 198 85064
100 126 57767
33 80 4714
4 42 86591
133 185 60593
109 198 16056
26 141 71455
40 76 47411
166 181 22353
133 182 9456
8 73 90446
77 93 61754
1 10 99806
5 27 8034
54 68 27620
123 185 51715
120 161 81653
9 129 22621
72 189 54262
95 174 53501
101 143 40648
5 175 59210
79 125 6513
15 199 34973
84 134 52594
34 164 23847
44 146 19287
14 22 72520
9 92 20953
62 175 82292
48 162 93691
62 166 38409
145 176 84924
36 85 6573
170 175 89981
187 191 18831
90 105 26613
68 164 3527
186 187 50891
114 196 18607
57 158 61772
99 146 59458
14 27 51957
40 175 82804
20 139 92375
62 63 21298
27 42 6578
39 83 69078
32 100 6051
16 113 10011
29 32 69980
54 124 12684
99 185 98547
24 99 71675
10 92 76079
5 142 63545
142 165 91521
109 112 52109
14 76 2222
77 176 32100
107 116 80897
11 48 51817
33 120 70685
60 110 76167
51 184 91662
60 134 22824
138 159 19222
12 14 54402
86 130 72347
16 159 80178
52 159 18371
6 59 16284
172 192 66242
33 183 18734
13 43 68385
22 180 80922
78 180 71238
130 140 97629
8 170 31518
13 84 98938
56 178 81244
119 139 29657
42 72 6186
3 91 12959
62 123 56184
91 119 37100
40 162 78688
21 162 81052
97 179 33991
21 141 80326
89 162 55740
32 125 37568
29 72 70327
38 162 35195
10 82 90953
43 98 39848
9 134 76574
123 126 52736
21 76 3633
23 131 97002
26 90 6757
4 63 27464
96 147 25466
44 90 58831
24 119 68781
5 61 73730
28 149 21376
79 97 63581
79 128 35464
88 101 11039
142 189 32801
49 57 55145
29 35 61145
104 179 95810
126 182 77424
58 107 44717
42 106 82909
35 124 98052
154 181 57790
156 195 64573
107 114 19966
22 63 33798
6 39 77929
81 119 14329
50 100 48737
109 150 44293
47 113 31682
97 153 60197
16 98 45732
9 191 37611
32 198 37607
185 188 57082
66 85 56577
52 177 1097
35 39 76725
29 142 23842
3 124 46902
28 81 44321
34 60 82538
117 127 71907
29 101 24947
66 120 87659
98 136 57350
46 102 95060
64 92 36562
82 178 53964
45 63 42606
128 172 8316
78 148 95574
30 91 57787
57 80 89917
26 103 35220
146 173 58532
91 180 25195
102 136 14576
135 179 80880
175 200 33092
59 152 30541
102 191 42860
145 200 93239
122 172 45898
150 155 33157
21 52 69896
182 190 43308
41 138 79173
115 191 48123
23 106 75921
106 181 83111
53 159 82351
172 197 34344
11 140 59870
64 161 66242
164 180 24288
74 151 11981
9 62 74501
137 179 77872
163 194 85264
6 71 32834
1 16 46854
134 153 29364
16 194 36097
28 136 86540
33 91 48727
67 185 47866
58 180 25690
1 138 84212
28 77 40674
53 65 46290
22 186 61308
101 199 37760
87 159 64149
96 117 13172
47 125 54264
48 51 15276
140 151 44495
10 64 37842
63 199 97163
20 41 10598
38 67 65366
94 102 51323
103 140 6075
13 91 87127
53 130 79606
159 164 34941
13 151 5645
32 171 15873
127 134 12954
62 105 94406
71 112 63000
46 64 52154
178 197 31723
34 142 60988
40 154 36374
84 148 54214
55 75 60282
120 169 2857
37 85 98326
37 51 39755
25 166 17776
129 199 76589
25 115 58499
115 131 7804
92 127 57611
78 151 5868
39 145 39645
11 124 6627
50 154 37724
98 134 79884
141 188 58559
100 110 29586
37 178 13882
128 161 62991
155 196 40906
3 198 93676
10 125 42202
85 137 70553
85 191 67815
52 152 90829
16 31 42652
3 160 57926
48 196 215
78 131 45446
7 185 7309
33 145 93524
39 173 46496
76 163 65778
66 102 48039
53 191 91370
100 182 4619
18 24 50927
39 75 10981
157 195 34741
55 178 12636
2 53 4731
3 199 43091
16 97 44582
26 63 51377
115 196 91627
90 127 20104
47 193 5048
116 124 13026
162 178 42142
20 128 94731
41 145 40323
106 199 4413
103 110 70608
92 97 70201
63 167 33185
102 167 49656
96 158 21539
51 172 81885
100 193 99984
37 196 49570
105 156 95323
135 155 51588
126 142 41591
98 107 89614
108 121 91904
68 107 30448
34 181 11449
32 51 50635
9 24 33253
42 83 92824
15 186 12424
4 122 420
106 137 91558
37 125 82674
57 127 93702
45 185 41798
131 167 71034
3 185 70767
86 151 29844
22 179 2772
9 197 74511
45 182 94859
115 183 44300
61 117 43108
105 190 7536
73 115 10414
63 70 65558
48 118 71424
33 45 56229
51 138 90390
73 84 54430
146 182 66682
105 197 21642
78 177 18787
113 146 22594
126 164 61394
83 139 59993
4 13 35735
74 77 82913
29 77 95215
19 50 82131
62 172 72308
87 135 69457
49 78 21122
90 121 16956
153 182 51405
17 37 71914
128 158 78535
112 157 97069
119 143 22281
84 142 77122
65 147 24620
32 113 99329
24 121 40631
33 156 42844
47 138 73682
89 135 54289
38 57 15538
25 153 75578
92 144 30179
95 160 27902
99 106 27243
109 163 46538
32 68 10913
8 174 42356
17 192 34430
38 181 3359
99 135 28104
127 160 17469
30 76 70510
23 161 73798
58 175 18049
63 75 80868
1 141 16533
146 187 58201
173 180 42019
155 185 98751
76 179 57521
170 191 70269
11 64 47592
15 94 91307
73 164 67773
71 84 17722
83 169 84837
37 128 75038
70 155 93113
22 55 80558
117 156 26861
68 159 82332
124 157 21288
13 149 28744
32 37 83779
47 173 25361
95 129 45372
94 132 19847
8 86 55521
40 110 39693
186 200 32452
29 195 56777
5 118 70133
104 149 49128
112 150 26241
4 26 58343
149 158 92458
25 57 4521
44 181 63915
126 161 17470
110 168 8400
93 104 17149
88 158 3962
98 175 70122
29 179 14303
5 159 42494
141 200 12142
53 171 78123
62 140 88330
129 159 52412
30 66 8259
142 200 73552
65 190 30011
73 143 28119
17 146 46632
148 172 42674
24 142 39519
31 78 59002
56 96 8367
106 124 66898
147 192 48533
38 125 65417
96 167 95210
45 192 9219
15 117 54918
40 148 90766
76 86 41
24 173 9309
25 28 48266
106 194 79083
152 182 10515
77 118 60448
17 64 78152
176 182 15721
104 155 54168
54 127 34995
79 153 19219
39 85 90122
79 136 69771
29 107 11163
5 127 36255
175 193 50317
17 143 71912
8 144 41076
39 188 21905
2 29 65045
74 104 52077
31 87 97981
23 199 30175
29 30 54709
26 193 45540
124 129 17679
68 108 46114
100 102 55595
104 145 25623
27 129 73176
75 102 88030
70 107 80562
10 42 73441
91 152 66651
58 148 14596
85 107 82794
4 112 28604
170 185 66980
14 60 18825
1 161 71443
12 196 4454
14 188 65872
46 71 44015
87 173 5959
57 177 60869
32 152 93494
12 176 21438
3 100 37209
38 77 10951
149 178 18254
16 41 87978
61 148 91076
68 101 39180
53 176 8206
81 156 64404
66 68 6916
86 128 29596
61 150 73658
66 99 5122
139 150 25766
134 178 49444
29 36 43003
31 64 58611
90 117 48803
22 64 8345
55 123 38359
16 186 31381
7 87 85168
17 38 15221
71 120 77424
36 130 53230
137 149 37065
152 157 3455
31 57 8539
143 179 10132
155 199 82563
133 161 66146
77 180 49283
174 184 15138
113 142 26164
18 20 97445
88 160 9022
50 104 46964
117 197 50116
21 159 6367
125 164 57285
19 66 44205
32 197 59236
139 179 85530
82 155 36614
116 128 48957
38 178 69867
43 46 39094
43 80 52824
80 190 96385
138 157 149
111 154 803
18 112 39562
120 152 30604
19 144 81061
76 139 3701
21 195 72234
10 173 9059
40 111 50546
6 197 43853
70 181 44126
174 190 97926
10 123 38257
10 167 47013
37 108 86979
156 172 20115
52 90 16750
66 192 4350
164 174 41683
96 111 50895
72 180 28759
69 114 76445
105 140 10042
131 179 35268
20 132 29768
6 147 85518
45 148 58041
51 150 68563
39 81 54233
161 170 36036
34 104 27422
7 65 72426
109 173 60242
101 105 55035
73 103 58186
6 111 68700
135 167 21750
21 181 70101
173 187 64824
86 134 36202
119 178 77931
63 80 45299
18 123 66457
4 70 53980
27 28 25908
172 185 92521
91 106 23455
52 171 67340
105 195 71215
39 42 42646
38 188 88624
96 122 52324
79 114 34389
113 121 5420
1 54 5887
47 78 2283
26 192 73268
5 192 17844
56 61 4155
20 103 18184
2 184 30539
33 97 52163
37 170 53478
144 185 19672
64 96 31046
28 138 27859
70 177 44318
25 100 33341
72 169 66968
85 135 37939
16 26 63662
62 124 39986
13 170 64335
123 162 76783
47 127 32570
106 116 5719
103 169 19234
21 88 68460
116 143 14472
1 58 43690
117 146 88802
69 112 47218
141 171 38703
168 187 79840
69 84 93923
45 143 55087
40 153 8061
75 92 66861
119 124 10756
116 173 27149
27 61 15389
25 152 77835
48 192 40259
82 190 30789
19 179 13198
36 55 89406
8 165 54421
2 135 50950
95 161 77067
21 153 21653
10 115 8513
72 128 30399
13 70 87156
10 51 41842
91 107 53258
81 115 41518
21 135 95686
133 155 10767
109 172 34156
80 166 35731
9 170 48541
24 90 11188
85 149 74715
65 167 39547
152 156 31819
36 77 30304
37 82 68030
90 155 16939
73 79 90137
102 193 10249
20 113 44487
68 115 33602
70 183 37142
2 57 2097
11 149 36548
52 56 83162
94 179 25172
133 186 74553
46 165 51155
48 67 23399
66 172 86141
149 177 33890
93 100 97259
111 143 60929
100 185 94005
63 120 88797
20 180 68063
77 78 18081
31 56 78412
5 93 9014
100 161 58588
4 20 17840
55 170 69510
11 134 45815
38 104 83175
27 150 10541
62 125 90487
31 137 43744
100 175 26746
7 98 85704
110 196 63541
73 88 13236
59 99 72297
120 177 25684
111 172 31794
80 172 85555
39 177 94013
27 54 28572
10 67 67589
64 86 49654
9 95 88560
30 79 31754
78 172 16985
101 146 89010
14 37 67413
86 161 4353
24 172 60252
10 94 98720
5 199 73147
115 195 80371
64 97 67499
11 34 70111
32 139 17803
163 186 44418
77 142 19256
27 65 70681
19 186 80832
130 133 89224
133 145 41612
5 33 75937
17 118 33403
128 147 65847
163 190 39604
17 60 62596
16 22 84953
42 81 39579
44 144 72198
97 99 94797
83 159 81406
19 24 87683
41 161 61399
25 90 39379
33 138 37277
10 13 57291
34 107 23864
79 116 18157
65 97 46865
72 103 18448
108 184 42224
27 148 69776
146 168 52362
30 144 95162
60 145 70262
10 183 44599
148 153 90119
10 93 29576
73 77 47359
177 180 64719
8 23 36764
14 189 54185
48 177 71316
37 155 42320
31 145 7999
124 133 28895
25 113 48099
104 121 24883
63 117 11326
61 180 30820
10 60 62110
62 65 55484
46 128 32301
8 22 18531
40 121 34319
101 112 98822
99 162 45761
98 124 84480
61 112 79777
127 183 25183
10 188 36538
78 155 76382
63 90 82283
159 165 3368
144 150 3229
122 177 33534
64 113 53970
66 142 14756
81 173 35775
133 143 87610
14 92 87342
59 75 66374
66 138 27829
107 117 73399
18 59 55138
49 170 77711
13 144 19444
72 191 7713
84 93 45889
115 164 47903
17 200 96543
91 117 28572
104 156 87629
72 171 7456
4 9 58919
94 196 97795
84 158 92954
73 104 63219
133 191 42247
10 107 58785
55 106 81126
54 90 65709
15 141 63990
83 120 52917
115 180 18963
24 110 66012
108 169 46851
55 102 20709
41 61 8602
13 181 69797
8 35 44292
29 73 61494
30 51 12055
139 153 93734
105 124 24113
39 164 68843
38 50 49363
36 63 31426
113 172 56350
83 132 89553
7 66 47630
55 100 15236
18 86 90046
33 173 6213
109 171 30644
36 172 2477
76 176 20425
71 163 35853
28 181 10587
9 14 75220
3 26 96462
51 193 34091
14 36 96911
13 60 7636
30 55 73726
64 189 64728
101 187 82554
167 176 82858
93 121 39240
65 118 23873
76 94 52447
39 94 6022
16 54 52905
34 132 66708
89 152 36410
62 192 65932
36 56 28477
101 177 69923
80 134 85532
36 44 55726
20 76 50278
62 161 23940
56 123 76719
18 77 88604
42 167 1817
22 122 69117
51 86 55566
8 158 63444
70 148 26582
126 151 87344
21 139 19466
13 16 49818
92 161 29329
128 197 53791
118 168 88307
71 168 69176
5 78 43173
48 141 22613
43 150 744
63 154 43950
121 159 59045
106 165 51185
90 163 30361
57 163 52977
113 138 28588
5 41 77797
13 78 59766
11 39 30730
128 137 81674
126 173 76672
90 125 39706
27 98 22428
87 102 56345
149 151 37123
183 191 26054
26 176 97661
61 188 1729
40 126 26136
77 191 63061
27 121 91294
61 161 74110
38 149 51361
53 154 96521
115 190 62416
32 122 84505
64 108 28251
64 117 42861
9 15 25471
41 56 32325
153 189 3672
33 72 87525
124 138 64616
95 178 4342
34 54 58237
154 162 35663
75 106 81445
73 93 61372
180 188 95269
17 120 98057
18 147 45197
67 141 20838
36 37 1090
101 130 16163
81 170 58866
55 183 61144
46 109 85865
108 124 63441
80 97 83496
143 194 76500
24 92 51750
125 197 99402
113 162 98878
106 111 63726
70 149 90791
73 107 2212
103 175 55694
10 45 77920
120 185 22924
14 48 24642
41 152 49012
46 137 71741
43 138 49198
23 108 55061
62 111 72553
26 84 8852
22 130 39318
9 189 16599
14 83 86510
153 155 57191
17 160 52258
78 176 99637
96 115 21721
17 102 59587
38 161 78244
107 180 91900
47 90 80304
33 99 44805
13 137 81087
47 156 31877
15 64 27794
49 93 37523
53 96 17876
95 128 22963
26 149 96637
158 190 29882
85 97 64053
53 118 81119
99 173 66907
13 147 66151
65 146 48944
41 123 36897
82 188 31609
2 188 86944
2 178 22764
127 171 45178
51 91 71039
37 53 37260
107 161 84030
37 46 31571
152 176 69142
28 104 29557
175 199 94331
34 154 21803
76 183 6833
74 168 57950
33 125 81388
48 144 96880
4 142 36313
45 81 5410
4 71 33272
139 143 64703
20 197 89454
66 135 11798
17 29 58159
35 56 50769
72 118 21245
26 163 61964
33 40 40668
36 110 17557
84 106 16000
41 200 77490
60 132 21331
169 199 15198
105 153 73190
88 194 87574
33 119 83452
118 178 72565
122 132 6479
21 91 24213
41 46 6938
104 176 34081
44 130 58672
94 180 23466
52 115 44123
93 175 53890
4 96 47635
97 117 38851
57 151 19472
83 102 72182
2 15 81845
15 149 6683
129 139 4640
175 180 88114
5 68 51196
107 179 49064
32 62 10282
74 80 31412
103 157 5527
38 185 76703
58 172 44928
11 181 18013
82 88 95217
20 135 92753
75 78 63117
69 156 78185
14 97 96438
23 105 3628
4 182 58824
121 122 74936
100 118 43418
6 16 22082
64 127 3429
39 48 83561
92 136 27024
70 172 16323
17 84 60825
64 181 47208
62 127 40598
52 185 55819
72 120 69924
162 197 97020
75 140 42432
24 128 34800
60 90 41781
48 146 77333
55 92 82720
110 147 37678
56 65 87476
19 110 37163
83 144 58015
103 177 29872
14 102 22408
48 185 88850
43 56 64122
1 164 93667
73 137 49058
13 61 80944
5 166 15968
41 82 66422
31 184 53631
15 99 56170
114 150 34362
21 157 93832
39 154 58429
44 74 69231
38 118 33466
58 138 69802
53 168 75073
5 195 39800
139 172 26071
107 159 83984
135 166 14763
92 196 36925
116 149 2594
19 48 98121
23 175 60582
29 129 9611
75 100 61139
11 37 56666
162 181 52826
52 163 71191
130 166 9112
38 132 21962
59 136 75851
14 43 90476
142 185 97658
78 164 26384
41 146 5469
43 67 24023
32 157 28064
61 186 95568
92 98 63026
33 49 69581
28 153 84938
19 121 41898
89 198 93950
25 167 14872
29 137 77813
126 157 95614
68 194 22166
194 198 91571
94 191 45802
41 75 33471
28 107 12529
82 185 42402
47 99 98504
154 173 40241
7 21 82622
84 117 72861
89 177 64860
47 168 94277
85 133 78317
94 112 69236
128 168 2807
74 142 27271
115 158 17531
10 155 8795
65 127 4723
95 171 64052
26 82 40327
91 130 75728
157 184 68987
62 191 80990
92 134 77821
54 58 37398
34 143 52474
181 196 78169
55 72 82974
102 135 13006
89 137 71014
13 62 30559
176 184 49562
12 49 17846
79 194 7549
146 150 28863
48 75 69079
138 153 18905
36 179 56780
89 200 35125
65 133 49251
58 64 70079
146 181 78705
23 67 72456
62 194 36984
28 63 74690
3 46 25892
76 170 65613
12 24 50895
18 152 34447
31 132 79953
5 186 29164
184 194 86101
22 107 21749
64 98 17374
101 171 85410
108 181 25774
38 151 27894
30 182 26817
57 168 88196
100 115 74869
7 37 11630
110 194 21451
147 166 41552
13 74 38105
144 146 88343
43 168 3363
25 191 79714
46 161 44932
51 192 73029
37 168 47132
162 180 52101
32 73 98097
40 149 77204
58 183 41966
123 179 76525
23 49 95067
16 115 91620
188 197 45756
56 144 60946
16 42 43750
5 58 37302
81 127 92233
66 143 3333
35 176 56580
39 74 4957
28 46 8767
17 43 26722
40 98 82525
44 196 98357
102 196 39435
63 172 23241
86 97 52476
91 124 46710
169 176 5111
3 179 99573
72 114 99111
77 174 10500
62 171 85628
109 157 10506
100 194 4678
44 142 32757
12 37 10253
185 199 19824
27 157 76669
34 55 64026
44 190 91160
99 152 22538
97 142 65162
50 178 2805
82 175 67182
113 158 11056
35 150 53693
184 192 85573
166 173 70822
132 148 46247
77 184 72468
59 79 37983
7 24 32243
26 115 48898
112 130 14208
12 60 17176
61 84 98116
110 116 99335
106 162 37274
20 112 27999
106 154 46145
26 117 58508
184 195 91669
16 167 50972
31 124 12603
77 92 38015
120 179 86000
26 194 75222
30 134 62794
51 123 51160
10 186 23783
117 141 88253
30 84 94589
7 52 11178
53 141 14846
57 81 50541
33 176 38277
12 17 12072
27 45 55487
167 180 91262
51 176 25202
117 119 88750
69 147 92070
2 128 48278
100 187 96366
43 84 41240
52 67 83033
107 183 96799
67 92 21142
143 197 83231
20 110 77731
62 103 47109
13 35 8179
78 191 99161
41 45 45535
35 158 55501
151 183 41424
62 89 88949
46 171 58339
37 42 18045
25 38 83505
27 155 26897
13 52 64057
157 159 41727
63 105 70363
153 169 80031
104 129 65300
143 149 8366
74 87 28338
72 150 98704
28 61 71679
56 190 32831
22 191 66891
159 167 33266
47 122 58554
45 188 93902
21 106 27318
55 151 7248
1 34 10121
126 187 48146
78 99 92332
24 135 18710
76 110 37249
38 121 16541
78 185 9445
113 133 10160
75 97 58963
51 59 25195
29 93 66275
26 56 37896
24 113 82892
2 114 79950
174 181 66166
7 199 52459
50 187 48394
42 197 70440
90 170 57490
2 34 91745
55 119 9561
2 108 88472
146 149 36520
62 188 38410
97 103 97255
10 37 38284
116 175 69928
83 149 65426
29 140 99034
88 198 74345
114 185 86604
108 158 78626
100 117 46654
30 96 27792
35 127 93025
11 175 36080
70 194 17844
5 177 41637
45 98 73574
63 188 86495
116 191 90992
139 163 51573
53 74 5508
103 192 22782
121 143 2948
162 165 50143
6 7 86616
2 181 37105
55 129 9977
108 145 10115
91 160 65016
88 92 90599
36 69 57137
11 161 40208
137 168 59677
41 142 48585
14 123 63589
143 186 31145
65 161 27987
102 143 97496
9 149 671
50 172 19348
61 73 31877
126 197 57517
41 118 34735
138 167 42930
70 144 28402
106 117 4164
125 172 57316
144 197 35745
1 165 21729
43 88 46350
25 71 27204
158 165 24152
5 120 75973
7 89 46510
60 100 39378
77 83 81991
37 199 96278
81 168 23437
54 121 2650
36 101 97443
1 154 70055
25 103 79844
119 196 76584
86 140 30251
86 118 37017
89 176 50308
93 94 99647
98 160 65417
60 191 82698
38 173 37666
15 161 9831
15 113 84030
48 134 52685
60 133 60231
73 145 971
4 82 63211
66 194 31534
50 99 91015
11 168 25141
7 178 89752
111 140 89175
90 135 55378
36 92 91128
71 167 26768
28 74 33686
19 165 47702
167 170 93231
144 187 56564
78 190 34398
167 181 68044
169 186 65911
11 113 53793
156 189 10017
108 154 30711
31 163 65655
119 173 37138
25 64 74014
84 120 28317
23 93 53239
8 90 39723
30 140 73813
37 47 29658
68 183 46420
32 75 82969
24 125 10178
28 48 1419
29 178 16751
135 144 77001
97 171 3104
3 151 28302
80 188 21917
2 132 56618
133 181 23591
80 122 71535
71 148 8890
62 117 88333
168 182 13228
3 142 70963
27 168 2348
39 103 54982
10 170 33204
35 46 88159
5 49 71634
114 172 89332
22 170 41735
118 186 11908
8 49 59067
81 192 54399
50 67 52962
37 54 21478
67 102 77341
113 192 9121
44 72 73221
10 179 87950
21 49 51493
40 130 88570
148 185 26299
38 119 58158
69 136 42814
39 117 84886
93 122 34435
127 136 93567
23 75 38685
25 170 9293
